financial_year,year,bank_name,total_assets,investments,advances,fixed_assets,other_assets,capital,reserves_surplus,deposits,borrowings,other_liabilities_provisions,total_liabilities,interest_earned,other_income,total_income,interest_expended,operating_expenses,net_interest_income,provisions_contingencies,operating_profit,net_profit,crar,tier1_crar,tier2_crar,gross_npa_opening,gross_npa_additions,gross_npa_reduction,gross_npa_writeoff,gross_npa_closing,net_npa_opening,net_npa_closing,return_on_assets,return_on_equity,net_npa_to_net_advances,asset_growth,deposit_growth,advance_growth,calculated_nii,nii_difference,profit_growth
FY2019-20,2020,INDIAN OVERSEAS BANK,260726.830675,79416.079954,121333.406466,3127.342675,32789.345888,16436.988324,-282.013379,222951.880026,5419.730791,,260726.830675,17406.112415,3359.678894,20765.791309,12103.276369,5128.834196,5302.836046,12061.084219,3533.680744,-8527.403475,10.72,8.21,2.51,33398.12,7225.33,4304.14,16406.61,19912.7,14368.3,6602.8,-2.95,-52.45235747,5.44,4.2872458639409805,0.18774779631818284,-8.495041101398382,5302.836046,0.0,128.13469650317919
FY2020-21,2021,INDIAN OVERSEAS BANK,274010.35355,95494.223696,127720.652616,2918.779628,17100.360687,16436.988324,507.822516,240288.295565,3671.576507,,274010.35355,16965.5325,5559.0184,22524.5509,11067.0242,5561.7212,5898.5083,5064.3353,5895.8055,831.4702,15.32,12.91,2.41,19912.7,3175.35,2146.66,4618.21,16323.18,6602.8,4577.59,0.31,5.024,3.58,5.09480471979431,7.77585528185647,5.264210686930504,5898.508300000001,-9.094947017729282e-13,-109.75056712676539
FY2021-22,2022,INDIAN OVERSEAS BANK,299377.168998,98179.312837,144243.52455,3364.896592,16816.242235,18902.41226,4097.984595,262158.924841,3070.636578,,299377.169023,16729.8662,4903.0199,21632.8861,10418.7285,5451.243615,6311.1377,4053.3713,5762.913985,1709.542685,13.83,10.71,3.12,16323.18,5030.84,2341.4,3714.0,15298.62,4577.59,3824.63,0.59,8.559438,2.65,9.257612027923301,9.101828794687927,12.936726829667112,6311.137700000001,-9.094947017729282e-13,105.6048051992723
FY2022-23,2023,INDIAN OVERSEAS BANK,313733.986,94170.41036,178052.5737,3709.9769,17194.20319,18902.41226,6360.532523,260883.2905,20803.77188,,313733.986,19400.3262,4108.7481,23509.0743,11145.4445,6421.463183,8254.8817,3843.380747,5942.166617,2098.78587,16.1,12.88,3.22,15298.62,4472.431388,2276.761245,3422.743543,14071.5466,3824.63,3266.01,0.76,8.697226,1.83,4.79556174909781,-0.4865881799651417,23.438867883653636,8254.8817,0.0,22.768848559051946
FY2023-24,2024,INDIAN OVERSEAS BANK,352033.6188,99632.08173,213318.8094,3739.7559,16788.55312,18902.41226,9039.888501,285905.3782,30387.16546,,352033.6188,24049.73441,5656.262379,29705.99679,14220.32037,8721.907544,9829.414041,4108.143975,6763.768876,2655.624901,17.27,14.47,2.8,14071.5466,1648.51,1711.8,7213.83,6794.4266,3266.01,1216.85,0.81,9.982568,0.57,12.207677366519043,9.591295652566888,19.806641918818823,9829.414040000001,9.999985195463523e-07,26.531483700145174
FY2024-25,2025,INDIAN OVERSEAS BANK,395014.943,111044.8364,245555.1684,4654.821024,12689.85299,19256.5898,13284.32955,311938.8239,42227.66319,,395014.943,28131.00867,5545.068401,33676.07707,17240.80287,7747.263815,10890.20581,5353.305394,8688.010394,3334.705,19.74,17.13,2.61,6794.4266,3627.54,1191.41,3882.84,5347.7166,1216.85,911.86,0.92,11.026877,0.37,12.209437367519982,9.105615943254076,15.11182210826647,10890.2058,9.999999747378752e-06,25.571386182750654
FY2015-16,2016,INDUSIND BANK LTD,142896.9928,34054.3147,88419.3419,1255.3239,9056.1408,594.9863,17100.9891,93000.3461,24995.8648,7204.8065,142896.9928,11871.7437,3296.9462,15168.6899,7355.1713,3672.1009,4516.5724,1854.9676,4141.4177,2286.4501,15.5,14.92,0.58,562.92,848.65,354.1,280.65,776.82,210.48,321.75,1.91,16.1355608359593,0.36,,,,4516.572400000001,-9.094947017729282e-13,
FY2016-17,2017,INDUSIND BANK LTD,178648.4138,36702.1382,113080.5076,1335.2328,8902.281,598.1487,20047.9722,126572.2228,22453.6943,8976.3758,178648.4138,14405.6703,4171.4922,18577.1625,8343.0661,4783.0758,6062.6042,2583.1279,5451.0206,2867.8927,15.31,14.72,0.59,776.82,1429.27,685.69,465.53,1054.87,321.75,438.91,1.86,14.9594987063866,0.39,25.019015655590483,36.09865780918853,27.891143691038934,6062.6042,0.0,25.429927379565378
FY2017-18,2018,INDUSIND BANK LTD,221626.1605,50076.7174,144953.6576,1338.7531,12041.155,600.2232,23241.4196,151639.1743,38289.0782,7856.2652,221626.1605,17280.7487,4750.1033,22030.852,9783.3045,5591.4436,7497.4442,3050.1164,6656.1039,3605.9875,15.03,14.58,0.45,1054.87,3324.55,1891.73,782.78,1704.91,438.91,745.67,1.9,16.2111430204346,0.51,24.057166691731346,19.804464949319044,28.186245955620382,7497.4442,0.0,25.736485887355553
FY2018-19,2019,INDUSIND BANK LTD,277819.4182,59266.158,186393.5014,1710.0116,15666.3465,602.6869,26083.2865,194867.9069,47321.1224,8944.4155,277819.4182,22261.1505,5646.7189,27907.8694,13414.9668,6404.6836,8846.1837,4787.1211,8088.219,3301.0979,14.16,13.7,0.46,1704.91,5386.83,1221.35,1922.98,3947.41,745.67,2248.28,1.39,13.0665095575991,1.21,25.354975050429584,28.50762858578819,28.588339532868744,8846.1837,0.0,-8.455093091698185
FY2019-20,2020,INDUSIND BANK LTD,307057.5526,59979.9435,206783.1669,1820.1132,22470.6781,693.5357,33339.1411,202039.8129,60753.5494,,307057.5526,28782.8299,6951.3095,35734.1394,16724.0856,8237.345,12058.7443,6354.796,10772.7088,4417.9128,15.04,14.57,0.47,3947.4134,5829.87,2091.7313,2538.81,5146.7421,2248.277,1886.581478,1.54,14.55207843,0.91,10.524150755708405,3.6803936133415593,10.93904312481573,12058.744300000002,-1.8189894035458565e-12,33.83162008009517
FY2020-21,2021,INDUSIND BANK LTD,362972.74745,69694.7057,212595.4085,1809.3733,22546.06905,773.3723,42592.03485,256204.9568,51322.8118,,362972.74745,28999.7967,6558.612,35558.4087,15471.9034,8359.8318,13527.8933,8890.2815,11726.6735,2836.392,17.38,16.83,0.55,5146.7441,7664.067,2960.535,4055.2861,5794.99,1886.581478,1476.562678,0.9,7.329,0.69,18.210004729256756,26.809143763565647,2.8107904947653584,13527.8933,0.0,-35.797917967054495
FY2021-22,2022,INDUSIND BANK LTD,401974.584807,70970.7772,239051.5346,1848.686847,21829.09286,774.6632,46922.56257,293681.3488,47323.2231,,401974.58477,30822.4423,7334.199139,38156.641439,15821.5978,9559.29043,15000.8445,8164.629939,12775.753209,4611.12327,18.42,16.8,1.62,5794.99,10102.871924,5995.600477,4385.107571,5517.153876,1476.562678,1529.826013,1.28,10.127366,0.64,10.745114510937913,14.62750466192384,12.444354413232794,15000.8445,0.0,62.57002804971952
FY2022-23,2023,INDUSIND BANK LTD,457804.054,83116.2036,289923.6828,1992.619188,26260.40688,775.8952,53845.7733,336438.1367,49011.2342,,457804.054,36367.9128,8166.3706,44534.2834,18775.7967,11412.007,17592.1161,6956.7683,14346.4797,7389.7114,17.86,16.37,1.49,5517.153876,6892.003459,2821.322314,3761.567591,5826.26743,1529.83,1714.959927,1.8,14.444471,0.59,13.888805736264498,14.558904770325686,21.28082895812542,17592.1161,0.0,60.25837886567713
FY2023-24,2024,INDUSIND BANK LTD,514935.1448,106526.705,343298.274,2197.745706,26110.80606,778.32,62018.78671,384792.9167,47611.4113,,514935.1448,45748.2137,9387.8427,55136.0564,25132.2943,14263.4912,20615.9194,6790.4906,15740.2709,8949.7803,17.23,15.82,1.41,5826.263554,6033.05,2695.34,2470.6,6693.373554,1714.959927,1968.899927,1.92,15.244207,0.57,12.479376340341442,14.372562062759764,18.40987624209358,20615.9194,0.0,21.11136437615142
FY2024-25,2025,INDUSIND BANK LTD,554018.4307,114496.8048,345018.6256,2355.790194,32981.4362,779.0545,63713.5237,411078.1394,53703.5526,,554018.4307,48667.6643,7684.1942,56351.8585,29636.3503,16070.6552,19031.314,8001.9575,10644.853,2642.8955,16.24,15.1,1.14,6693.373554,10547.73,2114.58,4080.14,11046.38355,1968.899927,3287.139927,0.5,4.152568,0.95,7.589943373389274,6.831004823431552,0.5011244536580639,19031.314,0.0,-70.46971644655903
FY2015-16,2016,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,1571.166,362.1647,1139.8762,4.3777,15.5373,455.448,113.6136,657.7203,318.8876,25.4965,1571.166,106.2384,32.9142,139.1526,31.4404,36.884,74.798,38.5024,70.8282,32.3258,40.2,39.59,0.61,,48.0059,,,48.0059,,36.0044,2.66,5.84660445032698,3.16,,,,74.798,0.0,
FY2016-17,2017,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,2032.4691,905.9154,681.1071,4.7266,37.6915,455.448,124.1733,621.8368,801.068,29.943,2032.4691,107.0147,39.9646,146.9793,51.4387,47.7915,55.576,37.1894,47.7491,10.5597,40.36,39.82,0.54,48.0059,0.8726,1.9403,,46.9382,36.0044,,0.68,1.83857529349484,,29.3605577004594,-5.4557385563437695,-40.24727422153388,55.57600000000001,-7.105427357601002e-15,-67.33352306826127
FY2017-18,2018,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,2924.0617,1808.4255,879.5521,3.9288,69.3224,455.448,142.6154,1334.8912,935.8104,55.2967,2924.0617,173.1236,18.2629,191.3865,105.2921,43.0073,67.8315,24.6449,43.0871,18.4422,38.94,38.61,0.33,46.9382,0.2352,,,47.1734,,,0.69,3.13192486919462,,43.86746150285876,114.66905786212718,29.13565282170749,67.8315,0.0,74.6470070172448
FY2018-19,2019,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,3588.8178,1904.2053,1250.9594,3.5854,187.3377,455.448,179.1822,1351.3777,1499.0246,103.7853,3588.8178,238.4298,27.9818,266.4116,160.8418,48.5982,77.588,20.4048,56.9716,36.5668,31.75,31.12,0.63,47.1734,2.8808,,,50.0542,,,1.06,5.93282872564602,,22.733997028858855,1.2350444740365285,42.22686751586404,77.588,0.0,98.27786272787414
FY2019-20,2020,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,3426.8413,2688.6906,397.8407,2.2806,107.1119,455.448,210.9267,2118.8635,566.5845,,3426.8413,234.8633,36.1807,271.044,145.4199,53.2653,89.4434,40.6143,72.3588,31.7445,24.64,24.31,0.33,50.0542,36.7954,8.7866,42.8226,35.2404,,22.9062,0.9,4.879996993,5.76,-4.513366490770299,56.79284185316955,-68.19715332088315,89.4434,0.0,-13.18764562389928
FY2020-21,2021,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,3563.4236,2916.3032,258.6692,0.9675,88.9378,455.448,266.4384,2597.7284,199.908,,3563.4236,229.446,40.6955,270.1415,95.9028,47.3609,133.5432,71.3661,126.8778,55.5117,32.55,32.19,0.36,35.2404,,,35.2404,,22.9062,,1.48,7.997,,3.9856616645772336,22.60008254425072,-34.98171504323213,133.5432,0.0,74.87029249161272
FY2021-22,2022,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,3817.5893,2432.3024,317.3489,1.3357,327.6044,455.448,320.7543,1923.322,1074.6952,,3817.5893,164.5731,41.4608,206.0339,74.2688,57.2529,90.3043,20.1963,74.5122,54.3159,32.05,30.35,1.7,,,,,,,,1.58,7.25136,,7.132626612227644,-25.961389959011882,22.685228856006056,90.30430000000001,-1.4210854715202004e-14,-2.1541404784937157
FY2022-23,2023,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,4359.4386,2958.6267,830.3558,1.8424,252.9677,455.448,335.5647,2488.6921,974.8841,,4359.4386,219.4126,11.1638,230.5764,147.2799,55.6611,72.1327,12.825,27.6354,14.8104,30.86,28.78,2.08,,,,,,,,0.36,1.890028,,14.193493784153265,29.395499037602658,161.65390836394894,72.1327,0.0,-72.73284618316184
FY2023-24,2024,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,5709.333,3756.7718,1422.685,2.414,256.6975,455.448,384.9946,3095.06,1673.7041,,5709.333,324.8544,37.3071,362.1615,223.5188,51.2368,101.3356,37.976,87.4059,49.4299,21.91,21.04,0.87,,,,,,,,0.99,6.059608,,30.964867815777918,24.36492244259543,71.33438460958541,101.3356,0.0,233.75128288229897
FY2024-25,2025,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,5784.1732,3581.4956,1456.2551,3.1183,193.2868,455.448,471.9498,3439.9456,1296.1781,,5784.1732,369.987,34.1899,404.1769,228.8908,61.1697,141.0962,51.8334,114.1164,62.283,26.79,24.29,2.5,,,,,,,,1.16,7.046224,,1.3108396374848175,11.143099002927247,2.3596298548167915,141.0962,0.0,26.002682586855318
FY2015-16,2016,INDUSTRIAL BANK OF KOREA,249.8664,14.3053,6.7662,4.3579,14.7152,218.47,5.0939,16.6205,4.7522,4.9298,249.8664,17.7141,1.9514,19.6655,0.718,10.663,16.9961,3.636,8.2845,4.6485,177.3,177.09,0.21,,,,,,,,1.94,2.07927129558931,,,,,16.9961,0.0,
FY2016-17,2017,INDUSTRIAL BANK OF KOREA,296.992,20.0873,84.5097,3.0566,10.4155,218.47,9.7686,57.2846,4.6514,6.8174,296.992,18.175,4.2235,22.3985,1.3351,12.1218,16.8399,4.2669,8.9416,4.6747,140.52,139.82,0.7,,,,,,,,1.67,2.06935552592117,,18.860318954449262,244.6623146114738,1148.9979604504742,16.8399,0.0,0.5636226739808459
FY2017-18,2018,INDUSTRIAL BANK OF KOREA,347.6797,21.6308,161.7068,2.4163,10.0928,218.47,15.633,103.9166,,9.6601,347.6797,20.4667,6.4497,26.9164,2.1922,13.1361,18.2745,5.7237,11.5881,5.8644,99.16,98.46,0.7,,,,,,,,1.78,2.53682558523827,,17.067025374420865,81.40407718653879,91.34702880261084,18.2745,0.0,25.44976148202025
FY2018-19,2019,INDUSTRIAL BANK OF KOREA,550.859,52.0391,193.0849,1.266,27.6396,392.6008,26.8402,110.6451,,20.7729,550.859,29.0998,8.4258,37.5256,2.4895,13.5517,26.6103,10.2772,21.4844,11.2072,121.65,120.83,0.82,,,,,,,,2.48,3.42966961673583,,58.438643383551,6.474903913330499,19.40431694894711,26.6103,0.0,91.10565445740401
FY2019-20,2020,INDUSTRIAL BANK OF KOREA,666.709,37.0685,203.764,0.9377,30.5176,392.6008,47.5169,205.8207,,,666.709,39.7919,10.9812,50.7731,2.3273,13.2934,37.4646,14.4757,35.1524,20.6767,105.32,104.67,0.65,,,,,,,,3.21,4.8110036,,21.03079009329065,86.01881149730082,5.530779465406144,37.4646,0.0,84.49478906417302
FY2020-21,2021,INDUSTRIAL BANK OF KOREA,783.8805,48.9666,237.6443,1.0527,59.8656,392.6008,62.2561,308.8655,,,783.8805,36.1765,9.2339,45.4104,3.5189,13.2945,32.6576,13.8578,28.597,14.7392,93.8,93.12,0.68,,,,,,,,2.04,3.294,,17.574609012327723,50.06532384740701,16.62722561394554,32.657599999999995,7.105427357601002e-15,-28.715897604550044
FY2021-22,2022,INDUSTRIAL BANK OF KOREA,825.2225,43.7677,250.7688,1.0104,99.1008,392.6008,73.8227,329.9953,,,825.2225,33.2379,6.7718,40.0097,3.9194,15.0755,29.3185,9.4482,21.0148,11.5666,89.53,88.94,0.59,,,,,,,,1.56,2.510984,,5.27401816986135,6.841100738023509,5.52274975667415,29.318500000000004,-3.552713678800501e-15,-21.524913156752067
FY2022-23,2023,INDUSTRIAL BANK OF KOREA,1105.688,61.678,441.792,1.5341,70.9695,392.6008,90.3504,588.7286,,,1105.688,44.9055,8.4889,53.3944,5.4003,18.2804,39.5052,13.186,29.7137,16.5277,70.02,69.42,0.6,,,,,,,,1.99,3.481808,,33.98665208474081,78.40514698239642,76.17502655832781,39.5052,0.0,42.89160168070134
FY2023-24,2024,INDUSTRIAL BANK OF KOREA,858.1551,67.4503,548.5597,1.3291,45.2376,392.6008,108.7061,331.4488,,,858.1551,60.2039,6.1449,66.3488,11.371,20.7177,48.8329,15.9044,34.2601,18.3557,66.36,65.61,0.75,,,,,,,,2.03,3.729855,,-22.38722858527904,-43.70091753653551,24.166960922787204,48.832899999999995,7.105427357601002e-15,11.06022011532155
FY2024-25,2025,INDUSTRIAL BANK OF KOREA,1169.078,67.438,600.0678,1.7012,69.3784,735.4138,129.1187,280.632,,,1169.078,64.4656,5.4856,69.9512,12.3879,22.3066,52.0777,14.8441,35.2567,20.4126,96.44,95.69,0.75,,,,,,,,2.1,2.989019,,36.23155068355359,-15.331719408849874,9.389698149535963,52.07769999999999,7.105427357601002e-15,11.205783489597243
FY2015-16,2016,JAMMU & KASHMIR BANK LTD,80268.0702,20353.6185,50193.2893,763.7156,5754.4422,48.4922,6375.4833,69390.2529,2240.0001,2213.8417,80268.0702,6843.5719,504.0273,7347.5992,4133.4838,1546.2022,2710.0881,1251.8817,1667.9132,416.0315,11.81,10.6,1.21,2764.08,2383.22,450.66,328.03,4368.61,1236.32,2163.95,0.57,6.63843243436749,4.31,,,,2710.0881,0.0,
FY2016-17,2017,JAMMU & KASHMIR BANK LTD,82018.672,21290.8892,49816.1129,1543.3146,3982.4191,52.1477,5624.3472,72463.0929,1276.0488,2603.0354,82018.672,6685.8002,492.856,7178.6562,4173.8622,1710.4628,2511.938,2926.6242,1294.3312,-1632.293,10.8,8.7,2.1,4368.61,3278.42,819.1,827.92,6000.01,2163.95,2425.37,-2.04,-26.9790007502518,4.87,2.1809441732411283,4.4283452957410985,-0.7514478633700472,2511.938,0.0,-492.34841592523645
FY2017-18,2018,JAMMU & KASHMIR BANK LTD,89687.6169,18880.0296,56912.7445,1614.5918,4027.3679,55.7002,6105.5145,80006.4981,1628.3357,1891.5684,89687.6169,6621.4004,495.3062,7116.7066,3750.6054,1984.2255,2870.795,1179.1559,1381.8757,202.7198,11.42,9.24,2.18,6000.01,3104.69,1486.27,1611.73,6006.7,2425.37,2791.12,0.25,3.42498349511801,4.9,9.350242710586665,10.409996176136161,14.245655043872363,2870.7950000000005,-4.547473508864641e-13,-112.41932667725709
FY2018-19,2019,JAMMU & KASHMIR BANK LTD,101406.2871,23160.503,66271.5072,1674.6948,4437.7065,55.7002,6570.3953,89638.8962,2623.9561,2517.3393,101406.2871,7675.5605,812.6265,8488.187,4291.6327,2478.658,3383.9278,1253.0155,1717.8963,464.8808,12.46,10.6,1.86,6006.7,2964.6,1442.09,1307.86,6221.35,2791.12,3239.61,0.49,7.2709708723575,4.89,13.066096084441735,12.039519699962975,16.444054459542002,3383.9277999999995,4.547473508864641e-13,129.32185213284546
FY2019-20,2020,JAMMU & KASHMIR BANK LTD,108872.097,23052.2425,64399.0687,2070.5182,9567.44,71.3594,6322.1239,97788.2315,2019.5765,,108872.097,8446.2889,545.9207,8992.2096,4739.6213,2727.5437,3706.6676,2664.4568,1525.0446,-1139.4122,11.41,9.88,1.53,6221.35,4053.79,2536.3127,67.1973,7671.63,3239.61,2181.36,-1.1,-17.50305778,3.48,7.362275173962063,9.091293674363632,-2.8254050331904756,3706.6675999999998,4.547473508864641e-13,-345.0977110691601
FY2020-21,2021,JAMMU & KASHMIR BANK LTD,120291.9459,30814.2439,66841.7318,2012.4103,11125.9671,71.3594,6754.2478,108061.1496,2015.1969,,120291.9459,8111.0875,692.0799,8803.1674,4340.3084,2878.5405,3770.7791,1152.1945,1584.3185,432.124,12.2,10.28,1.92,7671.62,1106.89,607.32,1216.44,6954.75,2243.82,1969.33,0.38,6.538,2.95,10.489233894337513,10.505270360677299,3.793009975624062,3770.7790999999997,4.547473508864641e-13,-137.92516878439602
FY2021-22,2022,JAMMU & KASHMIR BANK LTD,130602.4124,33834.9883,70400.675,1953.68,15628.0219,93.303,7920.363,114710.3799,2370.8173,,130602.4124,8013.4754,744.0074,8757.4828,4102.2458,3592.7774,3911.2296,560.8975,1062.4596,501.5621,13.23,11.73,1.5,6954.75,3130.87,2801.68,763.4,6520.54,1969.33,1750.1,0.42,6.759928,2.49,8.57120268764393,6.153210774281814,5.324432961505066,3911.2296000000006,-4.547473508864641e-13,16.069021854837963
FY2022-23,2023,JAMMU & KASHMIR BANK LTD,145962.2588,34829.1521,82285.4513,2271.5388,17697.4545,103.1623,9840.0757,122037.7383,2892.3058,,145962.2588,9355.1062,756.8107,10111.9169,4609.8253,3643.6014,4745.2809,661.1102,1858.4902,1197.38,15.38,12.34,3.04,6520.54,7446.61,7725.56,1037.16,5204.43,1750.1,1334.24,0.89,13.336152,1.62,11.760767751331368,6.387703019018587,16.88162265489641,4745.2809,0.0,138.73015923651332
FY2023-24,2024,JAMMU & KASHMIR BANK LTD,154526.5896,34986.7091,93762.5111,2257.4772,15342.4093,110.1326,12125.5497,134776.317,2885.0015,,154526.5896,11212.3623,825.4789,12037.8412,6008.6768,3752.2857,5203.6855,509.6105,2276.8787,1767.2682,15.33,13.09,2.24,5204.43,1111.62,1747.18,612.69,3956.18,1334.24,736.83,1.22,15.936467,0.79,5.8674967559490865,10.438229089992902,13.94786030662507,5203.6855000000005,-9.094947017729282e-13,47.59459820608327
FY2024-25,2025,JAMMU & KASHMIR BANK LTD,169468.4659,41212.6568,104198.7193,2191.2176,12106.0223,110.1326,14141.8109,148569.4591,2382.8443,,169468.4659,12535.863,1136.8121,13672.6751,6742.0429,4000.8392,5793.8201,847.3304,2929.793,2082.4626,16.29,13.95,2.34,3956.18,952.91,879.85,424.4,3604.84,736.83,818.03,1.32,15.724041,0.79,9.669453223990644,10.234099289120646,11.130470032814642,5793.820099999999,9.094947017729282e-13,17.835119762806784
FY2019-20,2020,JANA SMALL FINANCE BANK LIMITED,14144.530904,2650.034961,9956.610756,260.003133,297.582995,200.718603,842.78153,9651.94691,2898.729536,,14144.530904,1991.519177,433.246475,2424.765652,980.157939,1164.076422,1011.361238,250.396057,280.531291,30.135234,19.25,13.12,6.13,522.59,230.42,132.676991,299.52,320.813009,273.08,140.385317,0.26,2.887899392,1.41,,,,1011.3612379999998,1.1368683772161603e-13,
FY2020-21,2021,JANA SMALL FINANCE BANK LIMITED,19090.9052,4697.7852,11611.9172,212.057,309.3746,200.7273,926.1506,12385.9271,4815.3193,,19090.9052,2497.708,235.0801,2732.7881,1234.5784,1047.3113,1263.1296,366.5922,450.8984,84.3062,15.51,11.75,3.76,320.81,828.19,58.31,232.7,857.99,140.382246,618.672246,0.52,7.769,5.33,34.970225096692275,28.325686159415486,16.62519992561211,1263.1296,0.0,179.7595664928303
FY2021-22,2022,JANA SMALL FINANCE BANK LIMITED,20188.7086,5065.2606,13006.6746,171.647,408.0342,201.4116,999.2874,13536.4912,4509.832,,20188.7086,2726.5351,323.7632,3050.2983,1336.7509,1138.821,1389.7842,569.3206,574.7264,5.4058,15.26,11.83,3.43,857.984,1304.235,819.986,585.329,756.904,618.675,513.2584,0.03,0.4645,3.95,5.750399933891037,9.289285256652292,12.011430808342327,1389.7842,0.0,-93.5878974500096
FY2022-23,2023,JANA SMALL FINANCE BANK LIMITED,25643.6896,5221.2244,17759.5554,127.7487,447.8527,324.9787,1472.2765,16334.0158,6277.46,,25643.6896,3075.0103,624.8647,3699.875,1414.9901,1284.5104,1660.0202,744.4032,1000.3745,255.9713,15.57,13.02,2.55,756.904,1311.145,719.908,638.955,709.186,513.2584,468.0044,1.13,17.076398,2.64,27.01996005826741,20.666541710602225,36.541859823263366,1660.0202,0.0,4635.1233859928225
FY2023-24,2024,JANA SMALL FINANCE BANK LIMITED,32709.7825,6737.6897,23111.2739,141.591,666.5403,104.5903,3472.5085,22571.2488,5211.4591,,32709.7825,4013.8129,670.2434,4684.0563,1885.9047,1604.8397,2127.9082,523.7716,1193.3119,669.5403,20.3104,18.9663,1.3441,709.19,1110.96,1007.0275,318.7885,494.334,468.0044,130.02,2.3843,24.916122,0.5626,27.55489951024832,38.18554528397116,30.13430448827563,2127.9082,0.0,161.5685039689996
FY2024-25,2025,JANA SMALL FINANCE BANK LIMITED,38463.6165,5944.5806,27155.4759,153.1772,751.0627,105.0565,4013.2892,29119.7813,3866.8171,,38463.6165,4709.7939,775.861,5485.6549,2316.6562,1942.6279,2393.1377,724.9521,1226.3708,501.4187,20.6796,19.752,0.9276,494.334,1859.12,1251.5,352.35,749.604,130.02,254.18,1.4867,13.031572,0.94,17.59056025517747,29.0127168329295,17.498827704170814,2393.1376999999998,4.547473508864641e-13,-25.110004580754886
FY2015-16,2016,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,30747.6573,11639.4598,10056.2918,2.1151,1166.6043,3107.499,3924.3888,16644.2263,4348.3694,2723.1738,30747.6573,1846.8768,786.8608,2633.7376,982.0956,236.2178,864.7812,712.3296,1415.4242,703.0946,17.47,16.94,0.53,,,,,,,,2.4,10.5248317806555,,,,,864.7812,0.0,
FY2016-17,2017,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,44054.5526,10444.6378,8060.3058,9.7513,17062.0947,3107.499,4336.9276,16598.0546,2120.4311,17891.6403,44054.5526,1794.86,993.1339,2787.9939,797.3527,283.0239,997.5073,755.3305,1707.6173,952.2868,16.47,15.97,0.5,,64.85,,64.85,,,,2.54,13.1564813209639,,43.277753391638086,-0.27740370244785373,-19.848131296269667,997.5072999999999,1.1368683772161603e-13,35.442200807686476
FY2017-18,2018,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,45144.6804,16067.2967,12511.4297,9.0016,9458.8112,4405.259,5379.5441,15498.4478,9566.1221,10295.3074,45144.6804,1570.343,1159.1259,2729.4689,593.0796,320.3636,977.2634,773.4092,1816.0257,1042.6165,17.19,16.86,0.33,,,,,,,,2.63,12.1028800260293,,2.4744952239056373,-6.6249137413971315,55.222767106429146,977.2634,0.0,9.485556242090109
FY2018-19,2019,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,53772.0278,14472.2368,13800.1585,9.0149,11720.7375,5351.2013,6697.054,23738.4485,6390.7282,11594.5958,53772.0278,2370.0925,1130.3139,3500.4064,765.5561,396.6768,1604.5364,1020.6636,2338.1735,1317.5099,20.42,19.89,0.53,,,,,,,,2.61,12.0689449536763,,19.11044075084427,53.16661904684415,10.300411950522314,1604.5364000000002,-2.2737367544323206e-13,26.36572507724555
FY2019-20,2020,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,92503.9237,34460.5233,14683.0206,6.2252,33528.7331,6570.341,7982.2358,28386.4592,16836.964,,92503.9237,2658.8885,937.42,3596.3085,697.4236,485.8089,1961.4649,1127.8942,2413.076,1285.1818,14.93,14.14,0.79,,,,,,,,2.17,9.662718784,,72.02982198116024,19.580094714277575,6.3974779709957685,1961.4649,0.0,-2.4537272926753673
FY2020-21,2021,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,77150.6973,31198.4882,13258.2367,3.9193,17111.8799,6570.341,10027.2674,35089.6164,6952.5602,,77150.6973,3161.2723,1705.1531,4866.4254,604.8225,617.4786,2556.4498,1599.0927,3644.1243,2045.0316,23.95,22.27,1.68,,,,,,,,2.6,13.13,,-16.59737856071072,23.613925050574803,-9.703615753287165,2556.4498000000003,-4.547473508864641e-13,59.12391538691257
FY2021-22,2022,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,90873.763,42022.0081,15876.2891,2.8357,11821.5272,6570.341,11507.5793,45265.8079,12197.39,,90873.763,3651.9408,538.6385,4190.5793,759.7605,697.7533,2892.1803,1252.7536,2733.0655,1480.3119,23.53,21.57,1.96,,,,,,,,1.8,8.538078,,17.787351482563984,29.000577789160452,19.746610799307884,2892.1803,0.0,-27.614228552751953
